,location,name,nid,rank,rank_order,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
248,Italy,University of Bologna,692,226-250,249,52.1,218,32.2,264,34.9,274,-,22.0,270,32.7,206,"Mechanical & Aerospace Engineering,Archaeology,Veterinary Science,Geography,Medicine & Dentistry,History, Philosophy & Theology,Accounting & Finance,Economics & Econometrics,Law,Business & Management,Psychology,Languages, Literature & Linguistics,Architecture,Sport Science,Agriculture & Forestry,Electrical & Electronic Engineering,Communication & Media Studies,General Engineering,Sociology,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Civil Engineering,Computer Science,Education,Chemical Engineering",/world-university-rankings/university-bologna
249,United States,State University of New York Albany,710,226-250,250,53.5,211,92.9,32,25.9,336,-,30.8,197,25.7,282,"Accounting & Finance,Art, Performing Arts & Design,Biological Sciences,Business & Management,Chemistry,Communication & Media Studies,Computer Science,Economics & Econometrics,General Engineering,Geography,History, Philosophy & Theology,Languages, Literature & Linguistics,Law,Mathematics & Statistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,Sociology",/world-university-rankings/state-university-new-york-albany
250,Japan,Kyushu University,131724,251-275,251,23.2,373,75.1,54,19.5,379,-,30.7,199,46.8,104,"Education,Sociology,Agriculture & Forestry,Architecture,Economics & Econometrics,Geography,Medicine & Dentistry,Business & Management,Art, Performing Arts & Design,Sport Science,Law,Electrical & Electronic Engineering,General Engineering,Archaeology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Other Health,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Chemical Engineering,Biological Sciences,Psychology,Mathematics & Statistics,Chemistry,Civil Engineering",/world-university-rankings/kyushu-university
251,Australia,University of Wollongong,740,251-275,252,43.5,272,40.4,170,88.7,28,-,23.0,261,21.4,327,"Archaeology,Business & Management,Law,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Languages, Literature & Linguistics,Education,History, Philosophy & Theology,Art, Performing Arts & Design,Other Health,Mechanical & Aerospace Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Geography,Physics & Astronomy,Mathematics & Statistics,Medicine & Dentistry,Chemistry,General Engineering,Communication & Media Studies",/world-university-rankings/university-wollongong
252,Denmark,University of Southern Denmark,731,251-275,253,58.0,182,67.9,64,73.7,84,-,12.4,380,19.7,343,"Medicine & Dentistry,Physics & Astronomy,History, Philosophy & Theology,Chemistry,Accounting & Finance,Other Health,Law,General Engineering,Sport Science,Biological Sciences,Education,Psychology,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Chemical Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Communication & Media Studies,Electrical & Electronic Engineering",/world-university-rankings/university-southern-denmark
253,South Africa,Stellenbosch University,732,251-275,254,36.6,314,99.6,15,44.4,230,-,30.0,208,25.4,285,"Accounting & Finance,Civil Engineering,Archaeology,Law,Business & Management,Other Health,Psychology,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geography,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Medicine & Dentistry,Computer Science,Physics & Astronomy,Sociology,Art, Performing Arts & Design,Mathematics & Statistics,Education,Communication & Media Studies,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Agriculture & Forestry",/world-university-rankings/stellenbosch-university
254,Netherlands,Tilburg University,734,251-275,255,23.6,370,36.0,210,69.1,107,-,49.4,90,22.6,319,"Other Health,Law,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Psychology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Sociology,Agriculture & Forestry,Computer Science,General Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Education,Accounting & Finance",/world-university-rankings/tilburg-university
255,United Kingdom,Bangor University,715,251-275,256,48.0,247,29.0,304,67.1,117,-,23.8,253,24.9,293,"Geography,Medicine & Dentistry,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Archaeology,Computer Science,Accounting & Finance,Sport Science,Electrical & Electronic Engineering,Psychology,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Communication & Media Studies,Law,Business & Management,Chemistry,Other Health",/world-university-rankings/bangor-university
256,Japan,University of Tsukuba,735,251-275,257,41.4,287,32.0,267,27.2,322,-,26.2,235,37.2,166,"Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,General Engineering,Psychology,Sport Science,Mathematics & Statistics,Geography,Archaeology,Education,Law,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemistry,Sociology,Other Health,Communication & Media Studies,Languages, Literature & Linguistics,History, Philosophy & Theology,Biological Sciences,Art, Performing Arts & Design",/world-university-rankings/university-tsukuba
257,United Kingdom,University of Bath,716,251-275,258,39.9,292,38.9,182,80.6,56,-,23.2,260,25.2,289,"Mathematics & Statistics,Sport Science,Civil Engineering,Biological Sciences,Chemical Engineering,Education,Accounting & Finance,Architecture,Chemistry,Sociology,Business & Management,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Computer Science,Psychology,Physics & Astronomy,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Economics & Econometrics",/world-university-rankings/university-bath
258,United States,Virginia Polytechnic Institute and State University,737,251-275,259,30.3,342,24.2,369,25.1,342,-,40.4,128,36.9,174,"Physics & Astronomy,Chemistry,Other Health,General Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Psychology,Geography,Civil Engineering,Mathematics & Statistics,Computer Science,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Accounting & Finance,Veterinary Science,Communication & Media Studies,Agriculture & Forestry,Architecture,Chemical Engineering,Electrical & Electronic Engineering",/world-university-rankings/virginia-polytechnic-institute-and-state-university
259,Germany,Ruhr University Bochum,718,251-275,260,36.0,317,59.7,89,46.6,222,-,28.3,220,34.9,188,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Computer Science,Chemistry,Business & Management,Politics & International Studies (incl Development Studies),Sport Science,Archaeology,Accounting & Finance,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Civil Engineering,Other Health,Psychology,Law,Sociology,Geography,Physics & Astronomy,Electrical & Electronic Engineering,Education,Biological Sciences,General Engineering,Art, Performing Arts & Design",/world-university-rankings/ruhr-university-bochum
260,United States,Wayne State University,738,251-275,261,55.2,206,-,401,24.6,347,-,16.4,335,34.7,191,"Medicine & Dentistry,Mathematics & Statistics,Sport Science,Other Health,Languages, Literature & Linguistics,Communication & Media Studies,History, Philosophy & Theology,Education,Chemistry,General Engineering,Accounting & Finance,Geography,Physics & Astronomy,Civil Engineering,Computer Science,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Sociology,Psychology,Economics & Econometrics,Business & Management,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/wayne-state-university
261,United Kingdom,Brunel University London,719,251-275,262,51.7,221,30.0,290,89.9,19,-,20.3,286,17.4,369,"Civil Engineering,General Engineering,Languages, Literature & Linguistics,Law,Communication & Media Studies,Art, Performing Arts & Design,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Computer Science,Mechanical & Aerospace Engineering,Other Health,Education,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Accounting & Finance,Biological Sciences,Sport Science,Geology, Environmental, Earth & Marine Sciences,Psychology,Mathematics & Statistics",/world-university-rankings/brunel-university-london
262,South Africa,University of the Witwatersrand,739,251-275,263,32.7,334,100.0,10,71.7,94,-,32.4,187,25.6,283,"Medicine & Dentistry,Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Law,Sociology,Art, Performing Arts & Design,Architecture,Economics & Econometrics,Archaeology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Other Health,Physics & Astronomy,Psychology,Biological Sciences,Business & Management,Sport Science,General Engineering,Mechanical & Aerospace Engineering,Geography,Accounting & Finance,Chemical Engineering,Communication & Media Studies,Education,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-witwatersrand
263,Germany,TU Dresden,720,251-275,264,57.4,188,31.9,268,49.2,201,-,13.8,370,27.3,267,"Mathematics & Statistics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Agriculture & Forestry,History, Philosophy & Theology,Psychology,Law,Computer Science,Chemistry,Medicine & Dentistry,Architecture,Education,Biological Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Geography,General Engineering,Business & Management,Sociology,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/tu-dresden
264,Austria,University of Graz,721,251-275,265,55.1,207,25.5,352,63.8,136,-,14.0,365,24.9,295,"Sport Science,Law,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Archaeology,Chemistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Economics & Econometrics,Education,History, Philosophy & Theology,Geography,Mathematics & Statistics,Psychology,Sociology,Physics & Astronomy",/world-university-rankings/university-graz
265,United States,University of Hawai’i at Mānoa,722,251-275,266,44.3,265,-,392,34.6,275,-,29.2,214,31.3,220,"Medicine & Dentistry,Agriculture & Forestry,Archaeology,Geology, Environmental, Earth & Marine Sciences,Geography,Politics & International Studies (incl Development Studies),Sociology,Psychology,Computer Science,Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Economics & Econometrics,Law,Languages, Literature & Linguistics,Business & Management,General Engineering,Accounting & Finance,Sport Science,Chemistry,Education,Other Health,Biological Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,History, Philosophy & Theology,Veterinary Science,Civil Engineering,Architecture",/world-university-rankings/university-hawaii-manoa
